AGE;GENDER;DOMAIN;PhD;YEARSEXP;UOC_POSITION;USERWIKI;PU1;PU2;PU3;PEU1;PEU2;PEU3;ENJ1;ENJ2;Qu1;Qu2;Qu3;Qu4;Qu5;Vis1;Vis2;Vis3;Im1;Im2;Im3;SA1;SA2;SA3;Use1;Use2;Use3;Use4;Use5;Pf1;Pf2;Pf3;JR1;JR2;BI1;BI2;Inc1;Inc2;Inc3;Inc4;Exp1;Exp2;Exp3;Exp4;Exp5
29;male;Engineering;No;1;Adjunct;Yes;5;4;5;4;5;4;4;4;4;5;4;4;3;3;3;4;4;4;4;5;5;5;3;3;3;3;4;4;3;3;5;3;3;4;4;3;3;3;3;4;4;3;2
56;male;Engineering;No;4;Adjunct;No;4;3;4;3;2;2;3;3;4;4;3;3;4;3;3;4;4;5;4;5;5;5;2;2;4;4;5;2;4;3;5;5;5;5;4;4;3;3;4;4;2;1;4
45;male;Engineering;Yes;18;Adjunct;No;3;2;3;3;3;3;2;2;3;4;2;2;2;1;2;2;2;4;2;2;2;3;3;1;3;2;2;1;1;1;2;1;1;1;1;2;3;2;3;2;2;1;1
28;male;Engineering;No;4;Adjunct;No;5;5;5;?;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;1;1
37;male;Engineering;No;5;Adjunct;Yes;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
41;male;Engineering;No;5;Adjunct;No;4;4;5;4;4;3;4;4;3;3;3;2;3;3;3;5;3;2;3;4;4;4;4;3;4;4;4;1;3;4;5;3;4;4;4;4;4;5;5;4;4;1;1
44;male;Engineering;Yes;22;Adjunct;No;4;3;4;4;4;3;3;4;3;4;2;4;3;4;3;2;2;3;3;4;3;4;2;1;2;2;3;1;4;2;3;4;2;2;3;3;2;2;3;3;3;2;4
36;male;Engineering;Yes;12;Adjunct;No;5;5;5;5;5;4;5;5;4;5;4;3;4;4;4;1;2;2;1;5;5;5;3;1;5;3;5;1;5;5;4;1;3;3;3;4;3;4;4;4;4;1;2
33;male;Engineering;No;2;Adjunct;No;5;5;5;5;3;3;4;4;4;4;4;4;5;3;4;3;5;4;5;5;5;5;1;1;3;3;5;2;2;1;5;5;3;2;3;3;3;3;4;5;5;1;2
34;male;Engineering;No;11;Adjunct;No;2;3;3;5;4;4;2;4;3;3;3;3;3;3;4;4;4;4;4;5;5;5;2;2;3;3;4;2;2;2;3;3;3;3;5;4;4;4;3;3;3;2;2
41;male;Engineering;No;3;Adjunct;No;2;1;1;3;2;4;3;2;1;1;2;2;1;1;2;1;2;4;4;1;1;1;2;1;1;1;1;2;1;1;2;4;1;3;1;1;2;?;1;1;1;3;2
58;male;Engineering;Yes;30;Adjunct;No;3;2;3;4;4;5;2;3;2;3;3;3;3;2;3;2;3;4;3;4;3;3;3;1;2;2;4;2;2;2;4;3;2;2;2;4;4;4;2;3;3;1;1
38;male;Engineering;No;3;Adjunct;No;4;4;4;4;4;3;3;3;4;3;3;2;3;3;3;1;3;4;4;4;4;4;1;1;4;4;4;1;1;1;3;3;4;4;4;3;3;3;4;3;4;1;4
45;male;Engineering;No;1;Adjunct;No;2;4;4;4;4;3;4;4;4;4;3;4;4;3;3;2;3;3;5;4;4;4;3;1;4;4;4;1;1;1;4;3;4;4;2;2;2;2;4;4;4;1;1
39;male;Engineering;Yes;10;Adjunct;No;5;5;5;5;5;?;5;4;5;4;4;4;4;?;?;2;3;3;4;5;4;5;5;1;4;4;5;1;2;2;4;2;3;5;5;5;5;5;5;5;5;1;2
34;male;Engineering;No;5;Adjunct;Yes;3;3;4;4;5;4;5;3;4;3;2;2;4;?;?;3;2;2;3;5;4;4;3;2;4;4;4;4;5;2;3;2;4;4;5;4;2;4;3;4;5;4;1
30;male;Engineering;No;1;Adjunct;No;4;5;4;5;5;5;5;5;2;3;3;2;1;3;3;1;2;5;2;4;4;2;1;1;3;1;4;2;3;3;5;3;3;3;4;5;2;5;2;4;4;2;1
47;male;Engineering;No;2;Adjunct;Yes;4;4;5;4;4;4;5;4;4;3;4;3;4;3;3;4;5;4;4;4;5;5;3;2;5;5;4;3;3;2;5;5;4;4;4;2;3;3;4;4;5;2;3
28;male;Engineering;No;2;Adjunct;No;4;3;4;5;5;4;4;4;3;3;3;2;3;3;3;2;3;4;3;4;4;4;1;1;3;3;4;1;3;1;3;3;3;3;4;3;2;3;3;3;3;1;1
57;male;Engineering;No;3;Adjunct;No;2;2;2;5;3;4;4;3;2;2;2;4;3;2;4;2;2;3;2;4;4;4;1;1;2;2;2;2;2;2;4;3;2;2;4;4;4;4;1;1;1;1;4
39;male;Engineering;No;3;Adjunct;Yes;3;4;4;5;5;3;5;5;3;3;3;5;3;?;3;2;2;3;2;4;4;4;2;5;3;3;3;2;2;2;4;3;3;3;3;4;3;3;3;3;5;1;5
36;male;Engineering;No;5;Adjunct;No;3;3;3;3;3;3;4;3;3;3;3;3;2;3;3;2;3;3;3;3;3;4;1;1;3;3;3;2;3;3;4;4;3;3;3;2;3;3;3;3;3;1;3
36;male;Engineering;No;2;Adjunct;No;4;4;5;5;5;?;4;4;4;4;4;5;4;3;3;2;3;2;3;3;5;5;1;1;1;1;4;1;1;1;3;3;2;1;4;5;4;5;4;5;4;1;1
28;male;Engineering;No;1;Adjunct;No;3;2;5;4;3;4;4;4;4;4;3;2;2;2;2;4;3;4;5;4;5;5;3;2;4;4;4;5;5;1;5;5;5;5;3;3;3;3;4;4;3;1;2
26;male;Engineering;No;3;Adjunct;No;3;4;5;5;4;4;5;5;4;4;3;3;4;4;3;4;5;5;5;5;5;5;3;4;5;5;5;2;2;4;4;3;4;4;4;3;2;3;4;4;4;2;5
37;male;Engineering;No;?;Adjunct;No;4;4;4;5;5;?;5;5;4;4;4;3;4;3;?;4;4;3;4;4;3;4;2;1;4;4;4;1;1;1;4;3;3;3;4;4;3;3;2;4;4;1;1
54;male;Engineering;No;1;Adjunct;No;4;4;3;5;5;5;4;3;2;3;3;3;3;4;4;2;3;3;4;2;3;3;3;3;3;3;3;?;4;4;4;4;3;3;4;5;4;5;2;3;4;4;2
43;male;Engineering;No;5;Adjunct;No;3;4;3;3;4;2;2;2;2;2;2;3;2;3;2;1;3;4;2;4;2;4;1;1;1;1;2;2;4;4;?;?;1;1;1;1;1;1;3;3;2;1;1
49;male;Engineering;No;17;Adjunct;No;4;5;5;5;3;3;4;4;3;3;3;3;3;3;3;2;3;5;3;5;3;5;2;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;3;4;4;2;5
43;male;Engineering;Yes;17;Adjunct;No;2;2;3;4;3;?;2;2;2;3;2;3;2;1;?;1;1;2;1;3;3;3;1;1;1;1;1;1;2;1;4;1;1;1;2;4;3;2;1;1;2;1;1
56;male;Engineering;Yes;23;Adjunct;No;3;3;4;4;3;3;4;4;2;3;3;4;3;3;3;2;2;4;4;4;4;5;2;2;2;3;4;4;1;4;5;4;3;2;4;2;3;3;4;5;2;1;4
67;male;Engineering;Yes;30;Adjunct;No;2;2;2;4;3;3;4;4;3;3;3;4;3;2;?;1;3;2;3;4;4;4;2;1;1;2;3;1;1;1;3;2;3;?;3;2;1;1;3;4;4;1;1
46;Female;Engineering;No;15;Adjunct;No;3;2;2;5;5;5;5;5;3;4;3;4;2;2;5;2;1;4;3;5;5;5;1;1;2;2;3;1;1;1;5;5;3;2;5;4;5;5;3;4;4;1;4
39;Female;Engineering;No;10;Adjunct;No;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
34;Female;Engineering;No;1;Adjunct;No;3;4;5;5;4;3;4;2;3;5;4;2;4;3;3;2;4;5;5;4;4;5;3;3;4;4;4;4;5;4;4;4;4;5;5;4;4;5;4;4;2;1;3
35;Female;Engineering;No;2;Adjunct;No;3;3;4;4;4;4;4;4;3;3;3;3;4;3;4;1;4;4;3;5;3;5;2;2;1;1;4;1;1;1;4;3;3;3;5;1;3;3;2;4;4;1;4
40;Female;Engineering;No;1;Adjunct;No;4;4;5;4;4;4;4;4;5;5;5;2;4;4;5;4;4;5;5;5;5;5;1;2;2;3;5;4;4;3;5;3;3;4;4;3;3;3;4;3;4;1;2
37;Female;Engineering;No;8;Adjunct;?;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;?;3;5;5;3;4;4;2;?;4
31;Female;Engineering;No;1;Adjunct;No;4;4;3;4;4;4;4;4;3;3;4;3;3;3;2;2;3;3;3;3;3;3;3;3;2;2;3;2;4;4;3;3;3;3;4;4;4;4;3;3;3;3;3
32;Female;Engineering;No;4;Adjunct;No;2;3;2;5;4;2;2;4;2;2;2;4;2;2;3;1;2;3;3;4;4;5;1;1;1;1;2;2;3;1;2;1;2;1;5;5;5;5;?;3;4;1;1
28;Female;Engineering;No;1;Adjunct;No;3;3;3;5;4;4;4;4;3;3;3;3;3;3;4;3;4;4;4;4;4;4;3;3;2;4;4;3;5;2;5;5;3;3;4;3;3;4;3;3;3;3;2
42;Female;Engineering;Yes;20;Adjunct;No;2;2;3;4;4;3;3;3;2;3;2;3;2;2;3;2;1;3;2;4;3;4;2;1;2;2;3;1;3;2;3;2;2;2;3;3;3;3;2;3;2;1;1
41;Female;Engineering;No;3;Adjunct;Yes;5;3;5;5;5;5;3;5;3;3;2;4;4;3;3;4;4;4;1;5;5;5;4;3;4;3;3;5;5;5;5;5;3;4;5;5;2;2;4;4;4;3;5
44;Female;Engineering;No;?;Adjunct;No;5;4;5;5;4;4;5;5;4;4;3;3;3;3;4;2;4;3;3;5;5;5;3;3;3;3;3;4;5;4;5;?;3;3;5;3;5;4;3;3;2;3;3
38;male;Health Sciences;Yes;15;Associate;Yes;4;4;4;5;5;5;5;5;4;4;3;3;3;4;3;3;2;3;3;4;3;4;4;4;4;3;4;2;3;4;5;5;4;4;5;4;5;4;2;4;4;4;2
43;male;Health Sciences;No;4;Lecturer;No;2;2;2;3;2;3;4;2;2;2;2;3;2;2;2;2;2;2;2;3;3;3;1;1;2;2;2;2;3;1;4;4;2;2;3;3;3;3;2;2;2;1;2
42;male;Health Sciences;Yes;12;Assistant;No;2;3;4;3;4;3;4;4;3;3;3;3;4;3;4;2;2;4;3;4;5;5;2;1;2;2;3;1;4;3;5;5;1;2;1;1;2;1;3;4;4;1;2
46;Female;Health Sciences;Yes;22;Associate;No;4;3;3;3;5;3;3;2;4;4;2;3;5;4;3;1;2;4;4;2;2;2;1;3;1;1;4;1;1;1;5;4;3;2;4;5;4;4;1;4;4;1;4
40;Female;Health Sciences;Yes;2;Assistant;No;3;3;3;5;4;3;3;4;3;3;3;4;4;4;4;2;2;3;2;4;4;5;2;3;2;2;3;3;3;3;4;2;2;3;3;2;2;5;3;4;4;2;4
46;male;Health Sciences;No;4;Adjunct;No;2;2;2;4;3;3;3;3;2;2;2;2;1;1;2;1;1;3;1;3;3;3;1;1;1;1;1;2;2;1;3;3;1;1;1;1;1;1;1;1;2;1;2
56;male;Health Sciences;No;22;Adjunct;No;2;2;3;4;3;2;4;4;3;2;2;4;2;3;2;1;4;4;4;4;4;5;1;1;2;1;4;2;2;1;4;4;2;2;5;3;5;5;2;3;4;1;3
55;male;Health Sciences;Yes;20;Adjunct;Yes;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
38;male;Health Sciences;Yes;15;Adjunct;No;4;3;4;5;4;?;4;5;2;4;3;3;?;?;?;3;3;2;?;4;4;5;2;2;4;3;4;1;5;1;4;3;4;4;2;2;3;3;4;4;4;1;1
51;male;Health Sciences;Yes;20;Adjunct;Yes;3;3;4;5;4;5;4;5;3;3;2;2;3;3;4;2;2;5;2;5;2;5;1;1;3;3;2;5;3;1;5;3;3;3;5;4;5;5;4;4;3;3;4
46;male;Health Sciences;Yes;10;Adjunct;No;5;5;5;5;5;3;5;4;4;4;4;2;4;4;3;2;2;4;4;4;2;4;3;3;4;2;4;2;3;1;4;3;4;4;4;4;4;4;4;4;4;2;4
46;male;Health Sciences;Yes;20;Adjunct;No;3;3;4;5;5;3;4;5;3;3;3;3;2;3;2;1;3;4;3;5;5;5;2;2;4;4;4;1;1;1;4;4;3;3;5;5;3;4;4;4;4;1;3
41;male;Health Sciences;No;10;Adjunct;Yes;3;4;3;5;5;3;4;4;4;4;4;3;3;4;2;2;4;4;4;4;3;5;2;4;4;4;4;1;2;2;4;5;3;3;4;2;5;3;2;3;3;1;3
33;male;Health Sciences;Yes;4;Adjunct;No;3;4;5;4;4;3;5;5;4;4;2;4;4;3;3;1;3;2;3;4;3;4;3;1;4;4;4;4;3;1;2;1;3;3;5;3;3;4;4;5;5;1;2
36;male;Health Sciences;Yes;8;Adjunct;No;3;2;2;3;4;4;3;3;3;3;1;4;2;2;3;1;1;3;2;4;4;4;1;1;2;2;2;1;2;1;3;2;1;1;3;3;3;2;3;4;2;1;1
36;male;Health Sciences;Yes;7;Adjunct;No;2;1;3;5;3;4;3;3;2;3;2;5;2;1;3;1;1;4;3;4;2;4;2;1;1;1;1;2;2;3;4;3;1;2;1;1;2;1;1;1;2;1;1
33;male;Health Sciences;No;5;Adjunct;No;3;4;4;4;5;5;5;5;3;3;3;3;2;3;4;1;1;2;2;5;5;5;1;1;1;1;1;1;5;2;5;5;3;2;3;2;4;5;3;4;5;1;2
52;male;Health Sciences;No;1;Adjunct;No;4;2;2;5;4;3;2;3;3;4;3;3;3;4;3;2;2;4;2;4;2;4;2;3;2;2;3;2;2;3;3;3;3;2;4;3;4;4;4;4;4;2;2
55;male;Health Sciences;No;20;Adjunct;No;3;3;3;4;?;?;3;3;3;3;3;4;3;2;?;2;?;?;2;3;3;4;1;1;2;2;3;?;2;3;4;4;?;?;5;4;4;5;2;2;?;1;4
50;male;Health Sciences;Yes;20;Adjunct;No;2;2;3;4;3;?;3;2;3;3;2;4;2;?;?;1;2;3;?;4;2;3;1;1;1;1;1;1;2;1;2;2;1;1;5;5;5;1;2;2;2;1;1
45;male;Health Sciences;Yes;20;Adjunct;No;4;4;4;5;5;4;5;5;4;3;4;2;4;3;3;3;3;4;4;4;4;4;3;3;3;2;4;1;4;1;4;4;4;4;4;4;4;4;4;4;5;1;4
43;Female;Health Sciences;No;15;Adjunct;Yes;4;?;5;4;4;?;?;?;4;5;4;3;4;?;?;?;?;4;?;4;?;4;2;1;4;4;?;?;2;?;?;?;?;?;?;?;?;?;4;4;5;1;5
39;Female;Health Sciences;No;6;Adjunct;No;2;2;2;5;3;3;2;3;2;4;3;4;2;2;3;2;3;4;4;4;4;4;2;2;3;3;3;2;4;2;5;4;3;3;4;2;4;3;2;3;2;2;2
43;Female;Health Sciences;Yes;20;Adjunct;No;2;3;2;4;3;3;2;2;4;4;3;4;3;3;4;2;2;4;3;4;5;5;2;1;1;1;3;4;3;3;4;3;3;3;5;5;5;5;2;2;1;2;1
52;Female;Health Sciences;Yes;26;Adjunct;No;1;1;1;5;5;5;3;5;2;2;2;5;2;1;5;1;1;5;1;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;3
42;Female;Health Sciences;No;12;Adjunct;No;4;4;4;4;5;4;4;4;3;3;3;2;3;5;3;1;3;4;1;3;4;4;1;1;1;1;3;3;2;4;3;4;2;2;5;5;5;5;2;2;2;1;4
38;Female;Health Sciences;No;2;Adjunct;No;4;3;4;5;3;3;5;5;2;3;2;4;4;3;3;1;2;3;3;5;5;5;1;1;1;1;3;1;5;3;5;5;3;2;5;2;2;3;4;4;5;1;4
54;Female;Health Sciences;No;3;Adjunct;No;2;2;2;5;4;3;4;4;2;2;3;4;2;2;3;2;2;4;2;5;5;5;2;2;2;2;2;2;3;4;5;5;2;3;2;2;2;2;2;2;2;1;2
47;Female;Health Sciences;Yes;20;Adjunct;No;2;1;2;5;3;2;4;?;2;3;3;4;3;3;?;1;1;1;1;4;4;4;2;1;1;2;1;3;4;1;4;4;2;2;1;1;3;3;2;2;2;1;1
47;Female;Health Sciences;No;11;Adjunct;No;2;3;3;5;4;4;5;3;4;3;3;5;3;3;3;1;3;4;3;4;3;5;1;1;1;1;3;5;4;3;5;4;2;2;4;3;4;4;1;1;3;1;3
32;Female;Health Sciences;Yes;10;Adjunct;No;3;3;3;4;4;4;4;4;3;3;3;4;3;5;4;1;2;3;1;4;5;4;1;5;2;1;3;3;2;1;3;3;3;3;5;5;5;5;3;3;4;1;3
43;Female;Health Sciences;No;11;Adjunct;No;4;4;5;5;5;3;4;5;3;3;2;5;3;3;2;1;1;4;1;5;2;3;1;1;2;1;3;1;1;1;2;1;2;2;5;4;5;5;2;4;4;1;1
37;Female;Health Sciences;Yes;12;Adjunct;No;5;5;5;4;5;5;4;4;3;4;4;4;3;3;3;4;3;3;4;4;4;4;5;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5
34;Female;Health Sciences;Yes;10;Adjunct;No;4;4;3;5;5;3;2;5;2;5;3;5;1;3;3;1;1;4;1;4;1;5;1;1;1;1;2;1;5;1;1;1;1;1;5;1;5;5;1;3;3;1;1
49;Female;Health Sciences;No;18;Adjunct;No;4;4;4;4;4;4;5;4;3;4;3;3;3;4;3;3;2;2;2;4;4;4;2;4;2;3;3;1;1;2;4;4;3;4;5;4;4;4;4;4;4;2;4
46;Female;Health Sciences;No;7;Adjunct;No;5;5;5;5;5;5;5;5;3;3;3;3;4;3;3;5;3;3;3;5;5;5;4;2;3;4;3;3;2;3;4;3;3;4;5;5;5;5;3;5;5;2;1
39;Female;Health Sciences;No;3;Adjunct;No;4;3;3;5;?;3;4;4;2;3;3;5;3;3;3;1;3;3;2;5;5;5;3;1;1;1;4;1;2;1;4;4;3;3;5;5;5;4;2;3;3;1;1
37;Female;Health Sciences;No;8;Adjunct;No;3;3;3;4;3;2;3;3;3;3;3;5;3;3;3;2;2;3;2;4;4;4;2;2;3;2;2;2;4;2;4;4;3;3;3;3;3;3;3;3;2;2;3
38;Female;Health Sciences;No;7;Adjunct;No;4;4;4;4;4;3;3;5;3;4;4;3;3;4;5;2;3;2;3;4;5;4;1;4;3;3;4;4;4;3;5;4;4;5;4;2;5;3;3;4;2;1;4
31;Female;Health Sciences;No;7;Adjunct;No;3;4;3;4;4;2;4;4;3;3;2;2;?;2;3;1;2;2;2;4;4;3;1;1;2;2;2;1;1;1;3;3;2;2;2;2;2;2;1;2;3;1;1
31;Female;Health Sciences;Yes;4;Adjunct;No;3;2;3;4;4;3;3;4;3;4;3;4;3;3;3;1;2;4;3;4;4;4;1;1;1;1;3;1;1;1;3;4;3;2;4;3;5;3;1;1;1;1;1
30;Female;Health Sciences;No;3;Adjunct;Yes;4;3;4;5;5;4;5;4;4;4;4;2;4;?;4;3;3;5;4;4;4;5;4;4;5;4;4;2;4;3;4;?;4;4;5;4;?;5;4;4;4;3;4
45;Female;Health Sciences;Yes;4;Adjunct;No;3;3;3;4;2;2;4;4;3;2;2;3;2;3;3;3;3;3;3;4;4;4;3;3;3;3;4;3;2;3;3;3;3;3;5;5;5;5;4;4;4;3;3
39;Female;Health Sciences;No;4;Adjunct;No;3;3;3;5;5;3;3;4;1;4;3;3;3;2;3;3;3;3;3;3;3;3;1;1;3;3;3;1;3;1;5;5;1;3;5;5;5;5;2;2;2;1;4
31;Female;Health Sciences;Yes;7;Adjunct;No;3;4;4;5;5;?;5;5;4;4;5;3;4;?;?;2;3;4;3;4;4;5;3;1;3;4;3;1;4;2;4;4;4;3;3;3;4;5;3;5;5;1;1
31;Female;Health Sciences;Yes;6;Adjunct;No;1;1;3;5;4;3;1;2;3;3;2;3;3;3;3;1;1;2;2;2;5;5;1;2;2;2;1;1;4;3;5;4;2;2;3;2;3;5;3;3;3;2;3
33;Female;Health Sciences;Yes;8;Adjunct;No;2;3;3;5;4;3;3;5;4;4;4;5;4;3;4;3;3;4;3;4;3;5;2;1;2;2;4;2;4;2;4;3;3;3;4;3;3;5;3;4;4;1;3
28;Female;Health Sciences;No;3;Adjunct;Yes;4;4;3;3;4;4;4;3;3;3;3;4;4;4;4;4;3;3;3;5;5;5;5;4;3;3;?;4;2;3;5;5;5;?;5;4;5;4;4;4;2;4;3
44;Female;Health Sciences;No;15;Adjunct;No;2;2;2;4;2;2;1;2;1;1;1;5;1;2;2;1;2;2;2;3;1;4;1;1;1;1;4;1;1;1;5;3;3;3;5;5;5;5;1;3;3;1;1
54;Female;Health Sciences;No;2;Adjunct;No;3;2;3;4;4;3;4;4;2;3;2;3;3;3;3;3;2;3;4;4;4;4;3;1;4;4;3;2;2;2;5;4;3;3;3;3;4;3;4;4;4;2;3
36;Female;Health Sciences;No;1;Adjunct;No;4;3;3;5;4;3;5;5;3;3;2;4;3;4;3;2;2;3;3;5;5;5;2;1;3;3;4;1;2;1;5;5;3;3;4;5;5;4;2;4;4;1;2
48;Female;Health Sciences;No;1;Adjunct;No;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;2;2;3;3;4;2;2;2;5;5;5;5;4;4;4;4;2;2;2;3;2
56;Female;Health Sciences;Yes;16;Adjunct;No;2;2;3;4;2;3;4;4;2;2;2;4;2;3;3;2;2;4;3;4;4;4;2;1;2;2;?;1;3;1;5;4;3;3;4;3;4;4;4;4;4;1;1
60;Female;Health Sciences;No;4;Adjunct;?;2;2;2;5;2;2;5;3;1;1;1;5;1;?;?;2;?;?;2;?;3;3;?;?;2;2;3;2;2;2;?;?;?;?;?;?;?;?;?;?;?;?;?
62;Female;Health Sciences;No;15;Adjunct;No;2;5;4;5;5;4;3;3;4;3;3;3;4;3;3;3;?;3;3;4;3;?;3;2;4;2;4;1;2;1;3;?;3;4;3;2;3;1;4;3;2;1;2
45;Female;Health Sciences;Yes;20;Adjunct;No;2;2;2;4;2;1;2;2;3;3;3;2;2;2;1;1;2;2;2;2;?;2;1;1;1;1;2;1;1;1;3;3;2;2;2;2;2;2;2;3;4;1;1
42;male;Law&Politics;Yes;18;Associate;No;2;3;3;4;4;3;3;4;4;4;3;3;2;3;3;1;1;2;1;4;4;4;2;2;1;1;2;1;1;1;4;3;2;2;4;4;3;4;2;2;4;2;4
38;male;Law&Politics;Yes;14;Associate;Yes;3;2;3;4;4;4;4;4;3;5;3;4;3;2;2;2;2;2;2;4;2;4;2;1;2;3;3;3;1;2;5;4;3;3;5;5;3;2;3;4;4;2;2
33;male;Law&Politics;Yes;6;Associate;No;2;3;2;5;5;?;5;5;4;5;3;4;3;?;?;2;2;3;2;3;4;4;2;2;2;2;2;2;3;3;5;3;3;3;4;3;4;3;2;3;5;1;1
36;male;Law&Politics;Yes;14;Associate;No;3;3;3;4;?;2;3;5;2;2;1;5;1;2;1;1;1;5;2;5;5;5;1;1;1;1;1;1;1;1;5;5;1;2;5;1;1;5;1;1;2;1;2
43;male;Law&Politics;No;19;Lecturer;No;2;3;3;4;4;2;4;4;3;3;2;2;3;2;2;1;2;2;2;4;4;4;2;2;2;2;3;2;2;3;4;3;2;2;3;3;3;3;2;3;3;1;1
46;male;Law&Politics;Yes;13;Associate;Yes;?;?;?;5;4;3;4;4;3;3;2;5;3;?;?;1;2;5;?;5;5;4;1;1;1;2;3;3;4;4;?;?;?;?;4;4;4;?;2;?;4;2;1
45;Female;Law&Politics;No;17;Lecturer;No;2;2;3;4;4;3;3;3;3;3;2;3;3;3;3;1;2;2;2;3;3;3;1;1;1;1;2;?;2;2;4;4;2;2;4;4;4;4;2;3;3;1;3
33;Female;Law&Politics;No;10;Lecturer;No;2;3;3;4;4;3;4;4;3;3;3;2;2;3;3;1;1;2;1;3;3;3;1;1;1;1;2;1;2;1;4;3;3;1;5;4;4;5;1;4;4;1;1
48;Female;Law&Politics;Yes;14;Associate;No;2;3;3;5;5;2;4;3;3;3;3;5;4;5;3;1;2;4;2;5;4;5;1;3;1;1;1;1;2;3;5;2;2;3;5;2;2;4;2;5;3;1;2
30;Female;Law&Politics;No;2;Lecturer;No;3;3;4;3;3;3;4;4;3;3;3;4;4;3;3;2;4;5;4;4;4;4;2;3;3;3;4;3;3;2;5;3;3;3;4;4;4;3;4;4;4;2;2
46;Female;Law&Politics;Yes;17;Professor;No;2;2;3;5;4;4;5;4;4;4;3;2;3;1;1;4;1;3;2;5;5;5;2;1;2;3;4;2;1;4;5;4;3;3;4;2;1;3;3;4;4;1;1
47;Female;Law&Politics;Yes;9;Associate;No;?;?;?;?;?;?;5;?;?;?;?;?;?;?;?;1;3;3;?;4;3;4;1;1;1;1;?;1;1;2;5;3;?;?;5;5;5;?;1;1;2;1;1
44;Female;Law&Politics;No;19;Assistant;No;3;3;3;4;4;4;4;4;3;3;2;4;3;4;4;2;2;4;3;4;4;4;2;2;2;2;3;1;1;4;4;3;3;3;4;3;3;3;3;4;3;1;4
47;male;Law&Politics;No;8;Adjunct;No;3;3;2;5;5;4;4;4;2;2;2;2;2;4;3;2;1;2;1;3;3;4;1;2;1;1;2;1;1;?;5;5;3;3;2;2;1;1;1;2;2;1;3
43;male;Law&Politics;Yes;20;Adjunct;No;2;2;1;4;3;3;2;3;2;2;2;4;1;2;3;1;1;3;1;3;4;3;1;1;1;1;2;2;2;2;3;2;1;1;1;1;1;1;1;2;3;1;1
45;male;Law&Politics;No;12;Adjunct;No;3;3;3;5;5;2;4;4;3;3;2;2;3;3;3;2;2;4;2;4;4;5;1;1;3;2;3;3;3;2;4;3;3;3;5;2;4;5;1;4;4;1;1
43;male;Law&Politics;Yes;18;Adjunct;No;2;2;2;5;4;2;4;5;3;3;2;2;2;2;3;2;2;3;2;3;4;5;2;1;2;2;3;1;2;1;3;3;2;2;4;3;3;3;3;4;5;1;1
44;male;Law&Politics;No;16;Adjunct;No;2;2;2;5;3;3;4;3;2;2;2;4;2;3;3;1;2;2;2;3;3;3;1;1;1;1;2;2;2;3;3;3;2;2;3;3;3;3;2;3;3;1;1
46;male;Law&Politics;No;7;Adjunct;No;3;3;3;2;5;2;3;4;3;4;2;5;2;2;2;1;2;4;3;4;4;5;2;1;2;2;2;1;5;4;4;3;2;2;5;4;5;3;2;3;4;1;2
46;male;Law&Politics;No;1;Adjunct;No;4;4;4;5;5;5;4;4;4;4;3;5;4;4;4;3;2;2;2;4;5;5;1;1;3;3;4;5;5;5;5;5;3;3;4;2;4;4;1;3;4;1;1
33;male;Law&Politics;No;3;Adjunct;No;4;4;4;4;4;4;5;5;4;4;3;3;3;3;3;3;2;2;4;4;4;5;1;2;3;4;3;3;4;1;5;5;4;4;5;4;5;5;2;4;4;1;3
39;male;Law&Politics;Yes;12;Adjunct;No;4;3;3;4;4;2;3;3;4;4;4;3;2;2;3;2;2;3;2;4;?;4;1;1;2;?;3;3;2;2;4;2;2;2;4;3;3;3;2;3;3;1;2
40;male;Law&Politics;No;16;Adjunct;No;3;3;2;4;2;4;3;3;2;2;2;4;2;3;2;1;2;2;2;4;4;4;1;1;1;1;2;2;4;1;1;1;1;1;1;1;1;1;1;1;2;2;1
36;male;Law&Politics;No;3;Adjunct;No;4;4;3;4;5;4;5;5;4;4;4;3;2;4;?;1;3;4;4;5;5;5;2;2;3;3;4;1;2;1;5;5;5;4;4;5;5;4;4;4;?;3;5
45;male;Law&Politics;Yes;22;Adjunct;No;2;2;2;3;3;3;2;3;2;2;1;5;1;2;3;1;1;3;1;4;4;4;2;2;1;1;2;4;4;2;2;1;1;1;5;3;3;5;1;2;1;1;4
